Organism,Scaffold,Start,End,Score,NP_626681.1,NP_626682.1,NP_626683.1,NP_626684.1,NP_626685.1,NP_626686.1,NP_626687.1,NP_626688.1,NP_626689.1,NP_626690.1,NP_626691.1,NP_626692.1,NP_626693.1,NP_626694.1
Streptomyces rochei NPDC057109,NZ_JBHUUG010000034.1,1364,23505,28.0236,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC017466,NZ_JBIRLE010000002.1,133218,155341,28.0198,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei S32,CP133098.1,5344854,5366997,21.8900,1,1,1,1,1,1,1,0,1,1,1,0,1,1
Streptomyces rochei NPDC000783,NZ_JBEPCB010000042.1,408,21075,25.9512,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC000411,NZ_JBEPDL010000017.1,42136,62848,25.9513,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ambofaciens ATCC 23877,NZ_CP012382.1,2597840,2621590,28.0481,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ambofaciens DSM 40697,NZ_CP012949.1,2557547,2581391,28.0473,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ambofaciens DSM 40697,CP012949.1,2557589,2581391,28.0451,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces sp. b94 B94,NZ_JAGPXM010000032.1,18942,42472,28.0528,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoloalbus JCM 4480,NZ_BMUD01000001.1,616395,643954,13.4170,1,1,1,0,1,1,0,0,0,1,1,1,0,0
Streptomyces griseoloalbus NPDC048274,NZ_JBEZLS010000001.1,347403,361542,13.4185,1,1,1,0,1,1,0,0,0,1,1,1,0,0
Streptomyces plicatus JCM 4504,NZ_BMUJ01000002.1,208272,230395,28.0208,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces plicatus JCM 4504,NZ_JBHSUW010000001.1,2589941,2612060,21.9073,1,1,0,1,1,0,1,1,1,1,1,1,1,1
Streptomyces plicatus JCM 4504,BMUJ01000002.1,208314,230395,28.0188,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces vinaceusdrappus JCM 4529,NZ_BMUN01000016.1,1398,23557,28.0209,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces vinaceusdrappus JCM 4529,BMUN01000016.1,1440,23557,28.0189,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces vinaceusdrappus AC-40,NZ_CP104697.1,2458116,2479053,21.8858,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB91_2054,NZ_OZ186793.1,2498674,2520819,28.0179,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB91_2054,OZ186793.1,2498674,2520819,28.0178,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces enissocaesilis NBF 715,CP118027.1,2667711,2692528,28.0231,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB5_2050,NZ_OZ186760.1,2586942,2609034,24.9591,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB5_2050,OZ186760.1,2586942,2609034,24.9590,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB135_2055,NZ_OZ186791.1,2747439,2769553,28.0245,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB135_2055,OZ186791.1,2747439,2769553,28.0244,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,NZ_BAAATN010000002.1,467602,489461,28.0960,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,BAAATN010000002.1,467602,489461,28.1006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,NZ_JBHUEU010000002.1,2362475,2382840,26.0267,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini DSM 41475,NZ_CP116257.1,6344209,6366068,28.0960,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces geysiriensis JCM 4962,BMWF01000014.1,47005,69085,28.0186,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces marokkonensis NPDC058328,NZ_JBHVZQ010000003.1,185126,217377,14.4381,1,1,1,1,0,0,0,0,0,1,1,1,1,0
Streptomyces marokkonensis OANH409,NZ_VSKS01000008.1,281637,314109,14.4385,1,1,1,1,0,0,0,0,0,1,1,1,1,0
Streptomyces marokkonensis JCM 17027,NZ_BAABCQ010000056.1,22552,40908,19.8674,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Streptomyces cellulosae NPDC003188,JBEXKS010000011.1,71602,84692,11.3645,1,1,1,0,0,1,0,0,0,1,1,1,0,0
Streptomyces cellulosae NPDC059716,JBHWFY010000007.1,96515,109605,11.3646,1,1,1,0,0,1,0,0,0,1,1,1,0,0
Streptomyces edwardsiae DSM 41636,NZ_JAVRFA010000003.1,83024,110710,11.4241,1,0,0,0,1,1,0,0,0,1,1,1,1,0
Streptomyces edwardsiae DSM 41635,NZ_JAVRFB010000008.1,238545,266150,11.4224,1,0,0,0,1,1,0,0,0,1,1,1,1,0
Streptomyces malachitofuscus JCM 4493,BMUF01000013.1,114183,147913,18.5346,1,1,1,1,1,1,0,0,0,1,1,1,1,0
Kitasatospora aureofaciens Tu117,AP028963.1,5946297,5966816,9.4298,0,1,1,0,1,0,1,0,0,1,1,0,0,1
Streptomyces viridiviolaceus JCM 4855,NZ_BMWA01000008.1,158819,180569,11.4763,0,0,0,1,1,1,0,1,1,1,0,0,0,1
Streptomyces viridiviolaceus JCM 4855,BMWA01000008.1,158819,180560,11.4761,0,0,0,1,1,1,0,1,1,1,0,0,0,1
Streptomyces ziwulingensis JCM 18081,NZ_BAABIG010000039.1,108372,126190,12.4381,0,0,0,0,1,1,0,0,0,1,1,1,1,1
Streptomyces ziwulingensis JCM 18081,BAABIG010000039.1,108372,126190,12.4384,0,0,0,0,1,1,0,0,0,1,1,1,1,1
