Organism,Scaffold,Start,End,Score,CAB60185.1
Streptomyces microflavus JCM 4496,NZ_BMUG01000005.1,430134,431004,1.0350,1
Streptomyces microflavus NPDC099113,NZ_JBIWAB010000012.1,85775,86645,1.0352,1
Streptomyces microflavus NPDC006317,NZ_JBEXRK010000106.1,21772,22642,1.0351,1
Streptomyces microflavus NPDC006310,NZ_JBEXRN010000274.1,5718,6588,1.0351,1
Streptomyces microflavus NPDC006182,NZ_JBEXTG010000012.1,148891,149761,1.0351,1
Streptomyces microflavus NPDC006316,NZ_JBIAHU010000014.1,148891,149761,1.0351,1
Streptomyces microflavus NPDC000791,NZ_JBEPCA010000003.1,430170,431040,1.0350,1
Streptomyces microflavus NPDC093091,NZ_JBIVOZ010000014.1,128172,129042,1.0350,1
Streptomyces microflavus NPDC000403,NZ_JBEPDO010000021.1,22375,23245,1.0350,1
Streptomyces microflavus NPDC005824,NZ_JBEXXD010000019.1,115221,116091,1.0350,1
Streptomyces microflavus NPDC005797,NZ_JBIAIM010000016.1,193032,193902,1.0350,1
Streptomyces microflavus NPDC000100,NZ_JBIAZR010000004.1,641493,642363,1.0350,1
Streptomyces microflavus NPDC094138,NZ_JBIWHV010000017.1,23760,24630,1.0350,1
Streptomyces microflavus NPDC006159,NZ_JBEXTO010000015.1,114364,115234,1.0349,1
Streptomyces microflavus NPDC026671,NZ_JBEZXT010000042.1,43251,44121,1.0349,1
Streptomyces microflavus NPDC006157,NZ_JBIAIC010000006.1,114364,115234,1.0349,1
Streptomyces microflavus NPDC005247,NZ_JBEXHF010000009.1,140807,141677,1.0349,1
Streptomyces microflavus NPDC005186,NZ_JBEXIC010000091.1,22398,23268,1.0349,1
Streptomyces microflavus NPDC005235,NZ_JBIAKR010000013.1,161671,162541,1.0349,1
Streptomyces microflavus NPDC005536,NZ_JBEXDL010000024.1,94413,95283,1.0349,1
Streptomyces microflavus NPDC005052,NZ_JBEXIY010000020.1,22389,23259,1.0349,1
Streptomyces microflavus NPDC005471,NZ_JBIAJV010000017.1,61576,62446,1.0349,1
Streptomyces microflavus NPDC102443,NZ_JBIWKF010000020.1,43562,44432,1.0349,1
Streptomyces microflavus NPDC056311,NZ_JBHJRM010000013.1,120256,121126,1.0347,1
Streptomyces microflavus NPDC056212,NZ_JBHJTO010000003.1,480572,481442,1.0347,1
Streptomyces microflavus NPDC094459,NZ_JBEOTO010000002.1,429238,430108,1.0347,1
Streptomyces microflavus NPDC049948,NZ_JBFALY010000032.1,63560,64430,1.0347,1
Streptomyces microflavus NPDC051363,NZ_JBFBAI010000010.1,111664,112534,1.0347,1
Streptomyces microflavus NPDC093812,NZ_JBFBDL010000002.1,293691,294561,1.0347,1
Streptomyces microflavus NPDC093811,NZ_JBFBDM010000002.1,562497,563367,1.0347,1
Streptomyces microflavus NPDC093173,NZ_JBFBET010000003.1,119142,120012,1.0347,1
Streptomyces microflavus NPDC086000,NZ_JBITSC010000013.1,111704,112574,1.0347,1
Streptomyces microflavus NPDC088257,NZ_JBIURO010000007.1,192206,193076,1.0347,1
Streptomyces microflavus NPDC087914,NZ_JBIUTV010000004.1,143803,144673,1.0347,1
Streptomyces microflavus NPDC087855,NZ_JBIUUW010000012.1,167916,168786,1.0347,1
Streptomyces microflavus NPDC093172,NZ_JBIVOK010000003.1,784970,785840,1.0347,1
Streptomyces microflavus NPDC093501,NZ_JBIWJN010000003.1,23694,24564,1.0347,1
Streptomyces microflavus WY141,NZ_JBEJUE010000006.1,246034,246904,1.0346,1
Streptomyces microflavus NPDC000973,NZ_JBEPBN010000005.1,452114,452984,1.0346,1
Streptomyces microflavus NPDC005465,NZ_JBEXEJ010000029.1,42860,43730,1.0346,1
Streptomyces microflavus NPDC006318,NZ_JBEXRJ010000002.1,452164,453034,1.0346,1
Streptomyces microflavus NPDC029310,NZ_JBEZWJ010000011.1,128778,129648,1.0346,1
Streptomyces microflavus NPDC049953,NZ_JBFALT010000020.1,115058,115928,1.0346,1
Streptomyces microflavus NPDC093504,NZ_JBFBEG010000017.1,136827,137697,1.0346,1
Streptomyces microflavus NPDC093503,NZ_JBFBEH010000004.1,452088,452958,1.0346,1
Streptomyces microflavus NPDC088389,NZ_JBFBIE010000008.1,131073,131943,1.0346,1
Streptomyces microflavus NPDC056381,NZ_JBHJPR010000066.1,4018,4888,1.0346,1
Streptomyces microflavus NPDC056319,NZ_JBHJRG010000019.1,19226,20096,1.0346,1
Streptomyces microflavus NPDC056318,NZ_JBHJRH010000143.1,12647,13517,1.0346,1
Streptomyces microflavus NPDC056317,NZ_JBHJRI010000012.1,163176,164046,1.0346,1
Streptomyces microflavus NPDC056429,NZ_JBHJRK010000102.1,21897,22767,1.0346,1
Streptomyces microflavus NPDC056263,NZ_JBHJSM010000076.1,4018,4888,1.0346,1
Streptomyces microflavus NPDC056262,NZ_JBHJSN010000014.1,4013,4883,1.0346,1
Streptomyces microflavus NPDC056215,NZ_JBHJTN010000014.1,17536,18406,1.0346,1
Streptomyces microflavus NPDC056006,NZ_JBHJXO010000008.1,4018,4888,1.0346,1
Streptomyces microflavus NPDC055997,NZ_JBHJXU010000002.1,132627,133497,1.0346,1
Streptomyces microflavus NPDC057106,NZ_JBHUUD010000051.1,46430,47300,1.0346,1
Streptomyces microflavus NPDC059667,NZ_JBHWEK010000017.1,138707,139577,1.0346,1
Streptomyces microflavus NPDC059748,NZ_JBHWGW010000067.1,21897,22767,1.0346,1
Streptomyces microflavus NPDC059921,NZ_JBHWLF010000097.1,4012,4882,1.0346,1
Streptomyces microflavus NPDC058581,NZ_JBHXPJ010000039.1,46572,47442,1.0346,1
Streptomyces microflavus NPDC058587,NZ_JBHXPP010000049.1,17344,18214,1.0346,1
Streptomyces microflavus NPDC058624,NZ_JBHXQS010000064.1,4018,4888,1.0346,1
Streptomyces microflavus NPDC058725,NZ_JBHYQV010000003.1,452216,453086,1.0346,1
Streptomyces microflavus NPDC058723,NZ_JBHYQW010000037.1,46459,47329,1.0346,1
Streptomyces microflavus NPDC059522,NZ_JBHYTL010000149.1,1940,2810,1.0346,1
Streptomyces microflavus NPDC059448,NZ_JBHYVH010000043.1,36670,37540,1.0346,1
Streptomyces microflavus NPDC059182,NZ_JBHZBS010000024.1,36925,37795,1.0346,1
Streptomyces microflavus NPDC012530,NZ_JBIBEI010000007.1,147438,148308,1.0346,1
Streptomyces microflavus NPDC017253,NZ_JBIRMR010000012.1,136772,137642,1.0346,1
Streptomyces microflavus NPDC017250,NZ_JBIRMT010000012.1,202375,203245,1.0346,1
Streptomyces microflavus NPDC017118,NZ_JBIROM010000004.1,136772,137642,1.0346,1
Streptomyces microflavus NPDC020435,NZ_JBIRVI010000007.1,136215,137085,1.0346,1
Streptomyces microflavus NPDC020404,NZ_JBIRVM010000005.1,155552,156422,1.0346,1
Streptomyces microflavus NPDC085951,NZ_JBITSD010000005.1,466933,467803,1.0346,1
Streptomyces microflavus NPDC085608,NZ_JBITTB010000007.1,467155,468025,1.0346,1
Streptomyces microflavus NPDC087871,NZ_JBIUUL010000007.1,135716,136586,1.0346,1
Streptomyces microflavus NPDC087860,NZ_JBIUUT010000011.1,162732,163602,1.0346,1
Streptomyces microflavus NPDC086088,NZ_JBIVCJ010000006.1,467011,467881,1.0346,1
Streptomyces microflavus NPDC101222,NZ_JBIWOH010000014.1,46539,47409,1.0346,1
Streptomyces microflavus NPDC029270,NZ_JBEZWK010000002.1,465204,466074,1.0346,1
Streptomyces microflavus NPDC008230,NZ_JBIBGN010000004.1,674510,675380,1.0346,1
Streptomyces microflavus NPDC005179,NZ_JBEXIF010000002.1,409820,410690,1.0346,1
Streptomyces microflavus NPDC059729,NZ_JBHWGH010000047.1,42929,43799,1.0345,1
Streptomyces microflavus NPDC093162,NZ_JBIVOL010000006.1,452005,452875,1.0345,1
Streptomyces microflavus NPDC086089,NZ_JBIVCI010000003.1,468123,468993,1.0345,1
Streptomyces microflavus NPDC093790,NZ_JBFBDS010000005.1,144568,145438,1.0344,1
Streptomyces microflavus NPDC059655,NZ_JBHWDZ010000106.1,23399,24269,1.0344,1
Streptomyces pluricolorescens JCM 4602,BMUW01000005.1,391618,392563,1.0374,1
Streptomyces pluricolorescens JCM 4602,NZ_BMUW01000005.1,391675,392563,1.0362,1
Streptomyces sp. CFMR 7 CFMR-7,CP011522.1,8145823,8146774,1.0374,1
Streptomyces sp. CFMR 7 CFMR-7,NZ_CP011522.1,8145904,8146774,1.0357,1
Streptomyces sp. CFMR 7 DE0061,NZ_VEHK01000007.1,46852,47722,1.0357,1
Streptomyces purpeochromogenes NRRL B-3012,NZ_JODK01000011.1,55263,56208,1.0374,1
Streptomyces purpeochromogenes NRRL ISP-5373,NZ_JOBG01000014.1,55263,56169,1.0363,1
Streptomyces stephensoniae DSM 40932,NZ_JAVRFG010000001.1,243136,244006,1.0371,1
Streptomyces griseus subsp. rhodochrous NRRL B-2932,NZ_JOFF01000010.1,54752,55697,1.0372,1
Streptomyces griseus subsp. rhodochrous NRRL B-2929,LGUZ01000015.1,82484,83429,1.0369,1
Streptomyces griseus subsp. rhodochrous NRRL B-2929,NZ_LGUZ01000015.1,82484,83390,1.0358,1
Streptomyces griseus subsp. rhodochrous NRRL B-1691,NZ_JODO01000007.1,82495,83401,1.0358,1
Streptomyces griseus subsp. rhodochrous NRRL B-2930,NZ_JOFD01000004.1,287328,288234,1.0358,1
Streptomyces griseus subsp. rhodochrous NRRL B-2931,NZ_JOFE01000007.1,361039,361945,1.0358,1
Streptomyces sp. KY70,NZ_LR881952.1,7685426,7686296,1.0369,1
Streptomyces sp. KY70,LR881952.1,7685450,7686296,1.0355,1
Streptomyces sp. KY75,NZ_LR881953.1,151804,152674,1.0369,1
Streptomyces sp. KY75,LR881953.1,151804,152650,1.0355,1
Streptomyces griseobrunneus Ahn75,JAJQWZ010000023.1,43121,44072,1.0366,1
Streptomyces griseobrunneus 181728,CP177080.1,7862516,7863386,1.0352,1
Streptomyces arboris TRM68085,NZ_VYUA01000029.1,44796,45666,1.0365,1
Streptomyces arboris NPDC057098,NZ_JBHUTW010000018.1,63332,64202,1.0362,1
Streptomyces arboris NPDC057105,NZ_JBHUUC010000028.1,22775,23645,1.0362,1
Streptomyces mediolani NRRL WC-3934,NZ_JOJK01000015.1,125647,126589,1.0365,1
Streptomyces sp. Tue 6075 Tue6075,NZ_CP010833.1,7822446,7823391,1.0363,1
Streptomyces vinaceus NRRL ISP-5257,NZ_JNYP01000009.1,75322,76228,1.0362,1
Streptomyces bacillaris NPDC007061,NZ_JBEYKU010000006.1,237448,238318,1.0360,1
Streptomyces bacillaris ATCC 15855,NZ_CP029378.1,7720147,7721017,1.0360,1
Streptomyces bacillaris NPDC101795,NZ_JBIWMN010000007.1,62177,63047,1.0359,1
Streptomyces bacillaris NPDC027993,NZ_JBFAFN010000040.1,26789,27659,1.0359,1
Streptomyces bacillaris NPDC060201,NZ_JBHWZM010000023.1,105302,106172,1.0359,1
Streptomyces bacillaris NPDC060307,NZ_JBHXBY010000024.1,44923,45793,1.0359,1
Streptomyces bacillaris NPDC059172,NZ_JBHZCC010000010.1,48975,49845,1.0359,1
Streptomyces bacillaris NPDC101189,NZ_JBIWOV010000006.1,495322,496192,1.0359,1
Streptomyces bacillaris NPDC088765,NZ_JBIVKR010000013.1,156990,157860,1.0358,1
Streptomyces bacillaris NPDC004037,NZ_JBEXKQ010000099.1,1026,1896,1.0358,1
Streptomyces bacillaris NPDC012424,NZ_JBEYKP010000059.1,1027,1897,1.0358,1
Streptomyces bacillaris NPDC052293,NZ_JBFBCU010000001.1,1026,1896,1.0358,1
Streptomyces bacillaris NPDC012440,NZ_JBIBET010000036.1,27518,28388,1.0358,1
Streptomyces bacillaris NPDC007054,NZ_JBEYKV010000034.1,13922,14792,1.0358,1
Streptomyces bacillaris NPDC006869,NZ_JBEYLB010000026.1,13923,14793,1.0358,1
Streptomyces bacillaris NPDC058707,NZ_JBHYRL010000013.1,13884,14754,1.0358,1
Streptomyces bacillaris NPDC000731,NZ_JBEPFV010000057.1,30458,31328,1.0358,1
Streptomyces bacillaris NPDC027865,NZ_JBFAFO010000012.1,65821,66691,1.0358,1
Streptomyces bacillaris NPDC056332,NZ_JBHJQY010000019.1,71861,72731,1.0358,1
Streptomyces bacillaris NPDC055939,NZ_JBHJZA010000008.1,247105,247975,1.0358,1
Streptomyces bacillaris NPDC127126,NZ_JBHXTU010000015.1,51980,52850,1.0358,1
Streptomyces bacillaris NPDC012641,NZ_JBIBDR010000016.1,157862,158732,1.0358,1
Streptomyces bacillaris NPDC015465,NZ_JBIBTG010000016.1,52276,53146,1.0358,1
Streptomyces bacillaris NPDC013906,NZ_JBICAV010000026.1,1067,1937,1.0358,1
Streptomyces bacillaris NPDC086671,NZ_JBIVBK010000039.1,1026,1896,1.0358,1
Streptomyces bacillaris NPDC006204,NZ_JBEXZG010000035.1,41612,42482,1.0357,1
Streptomyces bacillaris NPDC096318,NZ_JBEOUV010000003.1,494276,495146,1.0357,1
Streptomyces bacillaris NPDC093019,NZ_JBFBNX010000052.1,21856,22726,1.0357,1
Streptomyces bacillaris NPDC085798,NZ_JBFBOD010000044.1,43643,44513,1.0357,1
Streptomyces bacillaris NPDC057086,NZ_JBHUTO010000103.1,21756,22626,1.0357,1
Streptomyces bacillaris NPDC057103,NZ_JBHUUA010000087.1,1025,1895,1.0357,1
Streptomyces bacillaris NPDC060140,NZ_JBHWXW010000017.1,58423,59293,1.0357,1
Streptomyces bacillaris NPDC060162,NZ_JBHWYL010000036.1,53505,54375,1.0357,1
Streptomyces bacillaris NPDC060305,NZ_JBHXBW010000084.1,21742,22612,1.0357,1
Streptomyces bacillaris NPDC060350,NZ_JBHXCU010000075.1,4540,5410,1.0357,1
Streptomyces bacillaris NPDC127585,NZ_JBHXWC010000049.1,1027,1897,1.0357,1
Streptomyces bacillaris NPDC002068,NZ_JBIASK010000007.1,303171,304041,1.0357,1
Streptomyces bacillaris NPDC092205,NZ_JBIVRF010000032.1,54539,55409,1.0357,1
Streptomyces bacillaris NPDC092035,NZ_JBIVSG010000030.1,54549,55419,1.0357,1
Streptomyces bacillaris NPDC057196,NZ_JBHUWF010000041.1,21630,22500,1.0357,1
Streptomyces bacillaris NPDC057439,NZ_JBHVDE010000148.1,12656,13526,1.0357,1
Streptomyces bacillaris NPDC101131,NZ_JBIVYY010000077.1,1028,1898,1.0357,1
Streptomyces bacillaris NPDC058018,NZ_JBHVRE010000016.1,141054,141924,1.0357,1
Streptomyces bacillaris NPDC058522,NZ_JBHXNM010000014.1,3483,4353,1.0357,1
Streptomyces bacillaris NPDC058543,NZ_JBHXOD010000004.1,26851,27721,1.0357,1
Streptomyces bacillaris NPDC058553,NZ_JBHXOL010000037.1,30606,31476,1.0357,1
Streptomyces bacillaris NPDC058555,NZ_JBHXON010000005.1,26849,27719,1.0357,1
Streptomyces bacillaris NPDC058578,NZ_JBHXPH010000044.1,30555,31425,1.0357,1
Streptomyces bacillaris NPDC058584,NZ_JBHXPM010000042.1,45963,46833,1.0357,1
Streptomyces bacillaris NPDC014641,NZ_JBIBZP010000028.1,2716,3586,1.0356,1
Streptomyces bacillaris NPDC014632,NZ_JBIBZR010000023.1,83357,84227,1.0356,1
Streptomyces bacillaris NPDC014631,NZ_JBIBZS010000024.1,83229,84099,1.0356,1
Streptomyces bacillaris NPDC102280,NZ_JBIWLT010000017.1,78667,79537,1.0356,1
Streptomyces bacillaris NPDC096035,JBEOUX010000079.1,10525,11395,1.0351,1
Streptomyces bacillaris NPDC101195,JBIWOR010000012.1,65115,65985,1.0345,1
Streptomyces griseicoloratus TRM S81-3,JACVQF010000206.1,2986,3931,1.0357,1
Streptomyces griseicoloratus TRM S81-3,NZ_JACVQF010000206.1,2986,3913,1.0357,1
Streptomyces pakalii ENCB-J15,NZ_JARWAF010000006.1,35470,36358,1.0356,1
Streptomyces sp. DSS69,NZ_CP142147.1,120768,121638,1.0355,1
Streptomyces rhizosphaericola NPDC057490,NZ_JBHVEI010000032.1,30519,31389,1.0352,1
Streptomyces rhizosphaericola NPDC056425,NZ_JBLLLL010000061.1,14083,14953,1.0352,1
Streptomyces rhizosphaericola NPDC056001,NZ_JBLLLR010000184.1,9390,10260,1.0352,1
Streptomyces rhizosphaericola NPDC056314,NZ_JBLLLO010000060.1,14075,14945,1.0352,1
Streptomyces rhizosphaericola 1AS2c,NZ_SRZK01000012.1,4462,5332,1.0351,1
Streptomyces sp. (2019) 196,NZ_WSTF01000015.1,44586,45456,1.0351,1
Streptomyces alboviridis NRRL B-1579,NZ_JNWU01000003.1,429256,430126,1.0350,1
Streptomyces luridiscabiei NRRL B-24455,NZ_LIQV01000488.1,441,1311,1.0342,1
Streptomyces melanogenes NPDC020788,NZ_JBIRSZ010000041.1,3145,4039,1.0317,1
Streptomyces melanogenes NBC_00668,NZ_CP109019.1,3086506,3087400,1.0316,1
Streptomyces melanogenes NPDC020836,NZ_JBIRSL010000006.1,6443,7337,1.0311,1
Streptomyces melanogenes JCM 4398,BMTS01000015.1,196683,197616,1.0307,1
Streptomyces melanogenes JCM 4398,NZ_BMTS01000015.1,196725,197616,1.0306,1
Streptomyces crystallinus JCM 5067,NZ_BAAACA010000011.1,132212,133103,1.0312,1
Streptomyces crystallinus JCM 5067,BAAACA010000011.1,132170,133103,1.0312,1
Streptomyces noboritoensis JCM 4557,NZ_JBHMQV010000009.1,5520990,5521884,1.0311,1
Kitasatospora sp. NPDC094019,NZ_JBIWIF010000019.1,132710,133643,1.0308,1
Kitasatospora sp. NPDC089913,NZ_JBIVGI010000013.1,118730,119675,1.0301,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000006.1,419608,420622,1.0302,1
Streptomyces litmocidini NPDC046890,NZ_JBEYXG010000002.1,70424,71354,1.0301,1
